Title,Keywords,APIName,Description,Namespace,Guid,Type
AnalyticalMember,"AnalyticalMember class, methods",Methods.T:Autodesk.Revit.DB.Structure.AnalyticalMember,,Autodesk.Revit.DB.Structure,6c5e4d3f-8271-6c12-a9da-695416364cc3,methods
IsValidObject,IFCExternalServiceUIData.IsValidObject property,P:Autodesk.Revit.UI.IFCExternalServiceUIData.IsValidObject,Specifies whether the .NET object represents a valid Revit entity.,Autodesk.Revit.UI,6e56583b-9a50-8780-556c-e7e35fab152d,property
GetSymbolGeometryId,InstanceNode.GetSymbolGeometryId method,M:Autodesk.Revit.DB.InstanceNode.GetSymbolGeometryId,Gets the SymbolGeometryId associated with the node.,Autodesk.Revit.DB,6e6cbd6a-493f-7329-83e2-c28b333eede8,method
GetScheduleHeightsOnSheet,ViewSchedule.GetScheduleHeightsOnSheet method,M:Autodesk.Revit.DB.ViewSchedule.GetScheduleHeightsOnSheet,"Gets the heights of schedule title, column header and each schedule body row.",Autodesk.Revit.DB,6e9d5114-0578-8ccd-9550-2264c6ae6737,method
OBJExportOptions,"OBJExportOptions class, properties",Properties.T:Autodesk.Revit.DB.OBJExportOptions,,Autodesk.Revit.DB,6ee1037f-2606-e7c8-0f0a-cdc355144fef,properties
MepLowerTopElevation,ParameterTypeId.MepLowerTopElevation property,P:Autodesk.Revit.DB.ParameterTypeId.MepLowerTopElevation,"""Lower End Top Elevation""",Autodesk.Revit.DB,6ef48741-5663-fd22-dd59-92cc7f5895d5,property
ViewSolarstudySingledayFrameValue,ParameterTypeId.ViewSolarstudySingledayFrameValue property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudySingledayFrameValue,"""Single day frame""",Autodesk.Revit.DB,6f00db66-6f97-262a-ceba-927cc91d8c72,property
CannotCopyWatchCurveBasedFixture,BuiltInFailures.FamilyFailures.CannotCopyWatchCurveBasedFixture property,P:Autodesk.Revit.DB.BuiltInFailures.FamilyFailures.CannotCopyWatchCurveBasedFixture,,Autodesk.Revit.DB,6f0d85cd-0b4f-02d7-7cdf-a8842a4dbfce,property
STLImportOptions,STLImportOptions.STLImportOptions constructor,Overload:Autodesk.Revit.DB.STLImportOptions.#ctor,,Autodesk.Revit.DB,70319ed3-8d2a-0a91-51d0-c7547f2b3d7f,constructor
CreateAreaBasedLoadBoundaryLine,CurveElement.CreateAreaBasedLoadBoundaryLine method,"M:Autodesk.Revit.DB.CurveElement.CreateAreaBasedLoadBoundaryLine(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.Curve,Autodesk.Revit.DB.ElementId)",Creates an area based load boundary line.,Autodesk.Revit.DB,71384e53-8fc6-faad-b0fa-616f3d692f34,method
CancelSystemsAnalysis,ViewSystemsAnalysisReport.CancelSystemsAnalysis method,"M:Autodesk.Revit.DB.Analysis.ViewSystemsAnalysisReport.CancelSystemsAnalysis(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.ElementId)",Cancels the systems analysis based on the report element id.,Autodesk.Revit.DB.Analysis,71520a3b-a4f6-fbd7-904d-ddd520465a5b,method
AnalyticalOpening,Autodesk.Revit.DB.Structure.AnalyticalOpening class,AllMembers.T:Autodesk.Revit.DB.Structure.AnalyticalOpening,,Autodesk.Revit.DB.Structure,71834978-3582-2645-c70b-ae6121d8b118,class
IsReset,IFCExternalServiceUIData.IsReset property,P:Autodesk.Revit.UI.IFCExternalServiceUIData.IsReset,flag to indicate the value has been reset,Autodesk.Revit.UI,7207d706-bbe3-ca60-5a94-602b05635b5e,property
StructuralSectionShape,AnalyticalMember.StructuralSectionShape property,P:Autodesk.Revit.DB.Structure.AnalyticalMember.StructuralSectionShape,The structural section shape of the Analytical Member.,Autodesk.Revit.DB.Structure,74d01c4a-9032-e740-2338-e9a8ec6711d5,property
Create,ScheduleSheetInstance.Create method,Overload:Autodesk.Revit.DB.ScheduleSheetInstance.Create,,Autodesk.Revit.DB,74edddf6-94b5-db01-d458-3c2d50342957,method
AnalyticalSurfaceCannotMoveByConnector,BuiltInFailures.AnalyticalModelFailures.AnalyticalSurfaceCannotMoveByConnector property,P:Autodesk.Revit.DB.BuiltInFailures.AnalyticalModelFailures.AnalyticalSurfaceCannotMoveByConnector,Cannot move analytical surface because it will disconnect the analytical nodes.,Autodesk.Revit.DB,7575a7d3-9147-2d86-b380-c5d983eda12b,property
SystemsAnalysisReport,ExternalResourceTypes.BuiltInExternalResourceTypes.SystemsAnalysisReport property,P:Autodesk.Revit.DB.ExternalResourceTypes.BuiltInExternalResourceTypes.SystemsAnalysisReport,An external resource type representing systems analysis report path.,Autodesk.Revit.DB,75a0b4b5-8472-46f8-28e2-010db022257e,property
Flip,FabricationPart.Flip method,M:Autodesk.Revit.DB.FabricationPart.Flip,"Flips the fabrication part that is directionally oriented (tees, crosses, valves, dampers, etc.) to the opposite direction.",Autodesk.Revit.DB,761fe3db-573c-b929-1173-64feb52c6a6d,method
ApparentLoad,AnalyticalEquipmentLoadData.ApparentLoad property,P:Autodesk.Revit.DB.Electrical.AnalyticalEquipmentLoadData.ApparentLoad,The electrical apparent load of analytical equipment load.,Autodesk.Revit.DB.Electrical,765b1432-88ea-e92b-0f3d-7cc261685d6c,property
IsDocLvlMacro,MacroManager.IsDocLvlMacro method,M:Autodesk.Revit.DB.Macros.MacroManager.IsDocLvlMacro,Indicates current Macro is document level,Autodesk.Revit.DB.Macros,76941534-0983-c6f9-bcec-ad38991f17b5,method
ExternalDataInstanceRemovedFromDocumentEventArgs,"ExternalDataInstanceRemovedFromDocumentEventArgs class, methods",Methods.T:Autodesk.Revit.DB.Events.ExternalDataInstanceRemovedFromDocumentEventArgs,,Autodesk.Revit.DB.Events,779cbe14-c0fc-ff4a-3de9-3d17adb34322,methods
MepPipeUpperInvertElevation,ParameterTypeId.MepPipeUpperInvertElevation property,P:Autodesk.Revit.DB.ParameterTypeId.MepPipeUpperInvertElevation,"""Upper End Invert Elevation""",Autodesk.Revit.DB,77bfae79-dd26-2cb7-c20e-eb49a0901975,property
IFCExternalServiceUIData,"IFCExternalServiceUIData class, methods",Methods.T:Autodesk.Revit.UI.IFCExternalServiceUIData,,Autodesk.Revit.UI,77ccde46-d2b9-4258-0a41-3268bb712a55,methods
ProjectId,ExternalDataInstanceAddedIntoDocumentEventArgs.ProjectId property,P:Autodesk.Revit.DB.Events.ExternalDataInstanceAddedIntoDocumentEventArgs.ProjectId,The id of the external project of the external data item to which a new reference has been added.,Autodesk.Revit.DB.Events,785a3851-89dd-cce8-a7ab-50ba2ee76a47,property
SetReleaseConditions,AnalyticalMember.SetReleaseConditions method,M:Autodesk.Revit.DB.Structure.AnalyticalMember.SetReleaseConditions(Autodesk.Revit.DB.Structure.ReleaseConditions),Sets Release Conditions to Analytical Member.,Autodesk.Revit.DB.Structure,79296d6b-51bd-d92c-ddb4-26689c76cc76,method
ExternalDataInstanceAddedIntoDocumentEventArgs,Autodesk.Revit.DB.Events.ExternalDataInstanceAddedIntoDocumentEventArgs class,AllMembers.T:Autodesk.Revit.DB.Events.ExternalDataInstanceAddedIntoDocumentEventArgs,,Autodesk.Revit.DB.Events,793540fa-c6e4-96df-a748-9fc87a848ea0,class
SpaceNameParam,ParameterTypeId.SpaceNameParam property,P:Autodesk.Revit.DB.ParameterTypeId.SpaceNameParam,"""Name""",Autodesk.Revit.DB,797b44e1-7974-0252-1356-43c881ccb0cd,property
ViewSolarstudyShadowsIntensityValue,ParameterTypeId.ViewSolarstudyShadowsIntensityValue property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyShadowsIntensityValue,"""Shadows intensity""",Autodesk.Revit.DB,79829f09-ad7a-548b-45b2-1412e597a8be,property
IFCEntityTreeUIService,ExternalServices.BuiltInExternalServices.IFCEntityTreeUIService property,P:Autodesk.Revit.DB.ExternalService.ExternalServices.BuiltInExternalServices.IFCEntityTreeUIService,The UI service which permits registration of an external server for new UI managing IFCEntity Selection,Autodesk.Revit.DB.ExternalService,7a8a2be5-1f3b-52f7-56a3-ffe14857f68e,property
SpatialElementDomainData,Autodesk.Revit.DB.SpatialElementDomainData class,AllMembers.T:Autodesk.Revit.DB.SpatialElementDomainData,,Autodesk.Revit.DB,7ab19f51-68de-59c3-6286-53983ccd971f,class
TryParse,ElementId.TryParse method,"M:Autodesk.Revit.DB.ElementId.TryParse(System.String,Autodesk.Revit.DB.ElementId@)",Parse the string representation of the id into a corresponding ElementId.,Autodesk.Revit.DB,7b254b04-e251-ea50-3678-4b530009c1b0,method
GetSegmentHeight,ViewSchedule.GetSegmentHeight method,M:Autodesk.Revit.DB.ViewSchedule.GetSegmentHeight(System.Int32),Gets the segment height.,Autodesk.Revit.DB,7b673a5c-b8d7-d239-0870-6d789aaf4558,method
SymbolGeometryId,"SymbolGeometryId class, properties",Properties.T:Autodesk.Revit.DB.SymbolGeometryId,,Autodesk.Revit.DB,7bb31157-91f7-f2fa-3438-db12079b9f03,properties
OffsetFromReferenceBase,ParameterTypeId.OffsetFromReferenceBase property,P:Autodesk.Revit.DB.ParameterTypeId.OffsetFromReferenceBase,"""Offset from Reference Base""",Autodesk.Revit.DB,7c4c8493-e001-4ee3-a649-d783f6ca15c0,property
LayerElemVolumeComputed,ParameterTypeId.LayerElemVolumeComputed property,P:Autodesk.Revit.DB.ParameterTypeId.LayerElemVolumeComputed,"""Volume""",Autodesk.Revit.DB,7ca56e9f-fae5-aaa6-2ef0-1f4d852138e1,property
GetDocument,SelectionChangedEventArgs.GetDocument method,M:Autodesk.Revit.UI.Events.SelectionChangedEventArgs.GetDocument,Returns the document associated with this event.,Autodesk.Revit.UI.Events,7d51c9f8-1bea-32ec-0e54-5921242e57c3,method
IsBuiltInParameter,,M:Autodesk.Revit.DB.ParameterUtils.IsBuiltInParameter(Autodesk.Revit.DB.ElementId),Checks whether an ElementId identifies a built-in parameter.,Autodesk.Revit.DB,7df6bd75-52ac-3657-aef1-6d594809c6f9,
GetDomainData,Zone.GetDomainData method,M:Autodesk.Revit.DB.Mechanical.Zone.GetDomainData,Gets the domain data for the zone.,Autodesk.Revit.DB.Mechanical,7edb0818-7c6a-2bfc-6269-bab9c8baea35,method
SpatialElementDomainData,"SpatialElementDomainData class, methods",Methods.T:Autodesk.Revit.DB.SpatialElementDomainData,,Autodesk.Revit.DB,7fba6a66-5fff-5295-6253-ea1c13ec7c8d,methods
AnalyticalElementsInvalidAfterUpgrade,BuiltInFailures.AnalyticalModelFailures.AnalyticalElementsInvalidAfterUpgrade property,P:Autodesk.Revit.DB.BuiltInFailures.AnalyticalModelFailures.AnalyticalElementsInvalidAfterUpgrade,One or several analytical elements have become invalid during the upgrade process and will be deleted.,Autodesk.Revit.DB,7fec823e-fabc-2201-dd5a-a92081027753,property
SetOuterContour,AnalyticalSurfaceBase.SetOuterContour method,M:Autodesk.Revit.DB.Structure.AnalyticalSurfaceBase.SetOuterContour(Autodesk.Revit.DB.CurveLoop),Sets the Curve Loop that defines the geometry of the Analytical Surface element.,Autodesk.Revit.DB.Structure,800767fc-e58e-1992-3505-ee1ca45717f0,method
AXMImportOptions,AXMImportOptions.AXMImportOptions constructor,Overload:Autodesk.Revit.DB.AXMImportOptions.#ctor,,Autodesk.Revit.DB,813358c8-e87c-51f5-4c84-24f1cdebb077,constructor
SetReferences,Selection.SetReferences method,M:Autodesk.Revit.UI.Selection.Selection.SetReferences(System.Collections.Generic.IList{Autodesk.Revit.DB.Reference}),Selects the references. The references can be an element or a subelement in the host or a linked document.,Autodesk.Revit.UI.Selection,813a9d31-bc4f-1ebc-9a7b-69a2a99d22ac,method
SelectionChanged,UIControlledApplication.SelectionChanged event,E:Autodesk.Revit.UI.UIControlledApplication.SelectionChanged,Subscribe to the SelectionChanged event to be notified after the selection was changed.,Autodesk.Revit.UI,81ada6e8-47f1-4ff6-fcb8-907e0a389c7c,event
ExternalDataTypeServerFailureResolutionExecutingEventArgs,"ExternalDataTypeServerFailureResolutionExecutingEventArgs class, about ExternalDataTypeServerFailureResolutionExecutingEventArgs class",T:Autodesk.Revit.DB.Events.ExternalDataTypeServerFailureResolutionExecutingEventArgs,The event arguments used by the ExternalDataTypeServerFailureResolutionExecuting event.,Autodesk.Revit.DB.Events,81d0c125-52cf-a81c-5c2a-f02fac4f9da0,class
IsElevationWithinRange,AreaBasedLoadBoundaryLineData.IsElevationWithinRange method,M:Autodesk.Revit.DB.Electrical.AreaBasedLoadBoundaryLineData.IsElevationWithinRange(System.Double),Checks whether the given elevation is between the bottom level and the top level(including the bottom level and the top level) of the area based load boundary line.,Autodesk.Revit.DB.Electrical,82226118-0ec1-ed1a-f8e0-7b2168163a44,method
OBJImportOptions,"OBJImportOptions class, properties",Properties.T:Autodesk.Revit.DB.OBJImportOptions,,Autodesk.Revit.DB,8233237b-1157-85ff-8c35-0d2434ecb039,properties
RemoveElectricalLoadArea,AreaBasedLoadData.RemoveElectricalLoadArea method,M:Autodesk.Revit.DB.Electrical.AreaBasedLoadData.RemoveElectricalLoadArea(Autodesk.Revit.DB.ElementId),Removes electrical load area from the area based load.,Autodesk.Revit.DB.Electrical,826066f6-c600-9c31-ab8a-340f1f02b8ae,method
GetRevitElementIds,IFCExternalServiceUIData.GetRevitElementIds method,M:Autodesk.Revit.UI.IFCExternalServiceUIData.GetRevitElementIds,return the list of revit Element Ids,Autodesk.Revit.UI,830bbe4d-d38e-786b-f57f-c76a47d33079,method
AnalyticalOpening,"AnalyticalOpening class, methods",Methods.T:Autodesk.Revit.DB.Structure.AnalyticalOpening,,Autodesk.Revit.DB.Structure,83859be6-8efd-a84f-2af8-94df06edd509,methods
MepLowerBottomElevation,ParameterTypeId.MepLowerBottomElevation property,P:Autodesk.Revit.DB.ParameterTypeId.MepLowerBottomElevation,"""Lower End Bottom Elevation""",Autodesk.Revit.DB,83875296-e8d1-69b5-d8e1-d7668a11ff4a,property
CircularFramingDiameter,ParameterTypeId.CircularFramingDiameter property,P:Autodesk.Revit.DB.ParameterTypeId.CircularFramingDiameter,"""Circular Diameter""",Autodesk.Revit.DB,83f822d9-2637-4585-1e28-08f08940e923,property
AnalyticalPowerSourceData,"AnalyticalPowerSourceData class, about AnalyticalPowerSourceData class",T:Autodesk.Revit.DB.Electrical.AnalyticalPowerSourceData,Represents the data and parameters of analytical power source node.,Autodesk.Revit.DB.Electrical,844cf629-c023-47a8-55f1-b1d702780658,class
MultipleAlignmentUiToggle,ParameterTypeId.MultipleAlignmentUiToggle property,P:Autodesk.Revit.DB.ParameterTypeId.MultipleAlignmentUiToggle,"""Multiple Alignment"": This is used by the UI to allow selection of multiple elements.",Autodesk.Revit.DB,845b9ed4-8975-e283-d254-9aaed25d19e3,property
TypeId,ExternalDataInstanceAddingIntoDocumentEventArgs.TypeId property,P:Autodesk.Revit.DB.Events.ExternalDataInstanceAddingIntoDocumentEventArgs.TypeId,The type id of the newl external data instance that is being added.,Autodesk.Revit.DB.Events,8483e71e-0fec-c382-7b13-f53ac5c9741d,property
GetAnalyticalOpeningsIds,AnalyticalPanel.GetAnalyticalOpeningsIds method,M:Autodesk.Revit.DB.Structure.AnalyticalPanel.GetAnalyticalOpeningsIds,Returns the Analytical Openings ids of the Analytical Panel.,Autodesk.Revit.DB.Structure,848d940c-3664-0533-576f-7876b5c2bf1d,method
AnalyticalAdjacentSpace,ParameterTypeId.AnalyticalAdjacentSpace property,P:Autodesk.Revit.DB.ParameterTypeId.AnalyticalAdjacentSpace,"""Adjacent Analytical Space""",Autodesk.Revit.DB,852e1517-179e-0112-4c50-7c665b2feca1,property
DocumentDifference,"DocumentDifference class, about DocumentDifference class",T:Autodesk.Revit.DB.DocumentDifference,"DocumentDifference represents the difference (including added elements, modified elements and deleted elements) of a Revit model between different DocumentVersion of the model.",Autodesk.Revit.DB,856189a3-0160-8609-8e6b-df23ea369e43,class
RotationAngle,RebarCoupler.RotationAngle property,P:Autodesk.Revit.DB.Structure.RebarCoupler.RotationAngle,Indetifies the rotation angle of the coupler around its axis.,Autodesk.Revit.DB.Structure,8594c93b-b0a0-ef01-22b8-1574aa3a6634,property
Voltage,AnalyticalTransferSwitchData.Voltage property,P:Autodesk.Revit.DB.Electrical.AnalyticalTransferSwitchData.Voltage,The voltage value of the electrical analytical transfer switch.,Autodesk.Revit.DB.Electrical,85f3cc07-2cdd-a26e-04e0-6b2a87871d14,property
ExternalDataInstanceAddingIntoDocumentEventArgs,"ExternalDataInstanceAddingIntoDocumentEventArgs class, about ExternalDataInstanceAddingIntoDocumentEventArgs class",T:Autodesk.Revit.DB.Events.ExternalDataInstanceAddingIntoDocumentEventArgs,The event arguments used by the ExternalDataInstanceAddingInto event.,Autodesk.Revit.DB.Events,8601a344-dd92-b78f-6298-e1a6f5355a77,class
IFCExternalServiceUIData,Autodesk.Revit.UI.IFCExternalServiceUIData class,AllMembers.T:Autodesk.Revit.UI.IFCExternalServiceUIData,,Autodesk.Revit.UI,868997a4-1e67-36f4-c4a8-26deab0d8587,class
FramingShapeClassification,ParameterTypeId.FramingShapeClassification property,P:Autodesk.Revit.DB.ParameterTypeId.FramingShapeClassification,"""Framing Shape""",Autodesk.Revit.DB,86b16798-b04c-a064-1403-28aff4f23f64,property
TotalConnectedCurrent,AnalyticalPowerSourceData.TotalConnectedCurrent property,P:Autodesk.Revit.DB.Electrical.AnalyticalPowerSourceData.TotalConnectedCurrent,The total connected current of the analytical power source.,Autodesk.Revit.DB.Electrical,86c8a1b4-6ca6-5c1c-635f-f365b5ae9c3c,property
GetBodyRowHeights,ScheduleHeightsOnSheet.GetBodyRowHeights method,M:Autodesk.Revit.DB.ScheduleHeightsOnSheet.GetBodyRowHeights,Returns each row's height of schedule body on sheet view.,Autodesk.Revit.DB,86ed7231-000a-3717-86f2-ac1faa69bbfe,method
Create,AreaBasedLoadType.Create method,"M:Autodesk.Revit.DB.Electrical.AreaBasedLoadType.Create(Autodesk.Revit.DB.Document,System.String)",Creates an area based load type.,Autodesk.Revit.DB.Electrical,86fa33e2-d5d1-7b74-13db-7f0f2de389a6,method
Voltage,AreaBasedLoadData.Voltage property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadData.Voltage,The voltage of the area based load.,Autodesk.Revit.DB.Electrical,8709fbe4-24ac-79b1-cd15-f3a96d511b6c,property
IsValidObject,AnalyticalNodeData.IsValidObject property,P:Autodesk.Revit.DB.Structure.AnalyticalNodeData.IsValidObject,Specifies whether the .NET object represents a valid Revit entity.,Autodesk.Revit.DB.Structure,877dcfdd-388a-4d5e-49ff-ded62f90e781,property
ImportSymbolBaseLevelInvalid,BuiltInFailures.ImportFailures.ImportSymbolBaseLevelInvalid property,P:Autodesk.Revit.DB.BuiltInFailures.ImportFailures.ImportSymbolBaseLevelInvalid,"An import instance has become invalid. The host work plane of the import can no longer be used. Click ""Rehost"" to maintain the position of the import and rehost its work plane to the lowest level.",Autodesk.Revit.DB,87a7be79-852d-6ac8-208d-e90fe98a9086,property
LowestAssociatedLevel,ParameterTypeId.LowestAssociatedLevel property,P:Autodesk.Revit.DB.ParameterTypeId.LowestAssociatedLevel,"""Lowest Associated Level"": The lowest level associated with this Analytical Element.",Autodesk.Revit.DB,89161d44-4f3e-96fd-bd18-ac57947a6620,property
Parameter,AnalyticalSurfaceBase.Parameter property,Overload:Autodesk.Revit.DB.Structure.AnalyticalSurfaceBase.Parameter,,Autodesk.Revit.DB.Structure,89b42728-0ba8-2f71-4a3e-6f443c7d4d40,property
ExternalDataInstanceRemovingFromDocumentEventArgs,"ExternalDataInstanceRemovingFromDocumentEventArgs class, properties",Properties.T:Autodesk.Revit.DB.Events.ExternalDataInstanceRemovingFromDocumentEventArgs,,Autodesk.Revit.DB.Events,8a38d657-538f-6ca2-ef33-77031f0dffee,properties
SelectionChangedEventArgs,"SelectionChangedEventArgs class, about SelectionChangedEventArgs class",T:Autodesk.Revit.UI.Events.SelectionChangedEventArgs,The event arguments used by the SelectionChanged event.,Autodesk.Revit.UI.Events,8a744513-6de0-de55-c44c-bba00b949863,class
IsLeaderVisible,IndependentTag.IsLeaderVisible method,M:Autodesk.Revit.DB.IndependentTag.IsLeaderVisible(Autodesk.Revit.DB.Reference),Returns if leader that points to specified reference is visible or not.,Autodesk.Revit.DB,8ad822df-1fb8-938f-66d4-60ade8983c40,method
CreateCreasesFromFoldingLines,SlabShapeEditor.CreateCreasesFromFoldingLines method,"M:Autodesk.Revit.DB.SlabShapeEditor.CreateCreasesFromFoldingLines(Autodesk.Revit.DB.Element,System.Collections.Generic.IList{Autodesk.Revit.DB.Reference})",Convert selected folding lines to split lines,Autodesk.Revit.DB,8adabb8c-e774-67c3-36a9-340cb8f0ab3f,method
ViewOnASheetMustBeUnique,BuiltInFailures.ViewSheetFailures.ViewOnASheetMustBeUnique property,P:Autodesk.Revit.DB.BuiltInFailures.ViewSheetFailures.ViewOnASheetMustBeUnique,"Sheet views cannot contain more than one instance of ""%1!s!.""",Autodesk.Revit.DB,8b31815c-30d7-9aec-d618-35c50e9819e3,property
OBJExportOptions,OBJExportOptions.OBJExportOptions constructor,Overload:Autodesk.Revit.DB.OBJExportOptions.#ctor,,Autodesk.Revit.DB,8b4ddd90-ac28-5e12-1c45-a74b5f998ba3,constructor
Parameter,AnalyticalToPhysicalAssociationManager.Parameter property,Overload:Autodesk.Revit.DB.Structure.AnalyticalToPhysicalAssociationManager.Parameter,,Autodesk.Revit.DB.Structure,8bb75993-8402-78c4-a25e-b1a2cbfb8fcb,property
ExternalDataInstanceRemovingFromDocumentEventArgs,"ExternalDataInstanceRemovingFromDocumentEventArgs class, methods",Methods.T:Autodesk.Revit.DB.Events.ExternalDataInstanceRemovingFromDocumentEventArgs,,Autodesk.Revit.DB.Events,8c6d1d90-b89e-8dac-b5c7-67a10aa164e1,methods
ExternalDataTypeServerFailureResolutionExecutingEventArgs,"ExternalDataTypeServerFailureResolutionExecutingEventArgs class, properties",Properties.T:Autodesk.Revit.DB.Events.ExternalDataTypeServerFailureResolutionExecutingEventArgs,,Autodesk.Revit.DB.Events,8c9ad531-ed29-3cf4-759a-80f147514e0a,properties
IsCurveLoopValidForAnalyticalOpening,AnalyticalOpening.IsCurveLoopValidForAnalyticalOpening method,"M:Autodesk.Revit.DB.Structure.AnalyticalOpening.IsCurveLoopValidForAnalyticalOpening(Autodesk.Revit.DB.CurveLoop,Autodesk.Revit.DB.Document,Autodesk.Revit.DB.ElementId)",Checks if curve loop is valid for Analytical Opening.,Autodesk.Revit.DB.Structure,8d7e3d44-e9d5-02bd-9d33-8a3924165e0f,method
ScheduleHeightsOnSheet,"ScheduleHeightsOnSheet class, methods",Methods.T:Autodesk.Revit.DB.ScheduleHeightsOnSheet,,Autodesk.Revit.DB,8d99a0b7-b500-8070-a386-58f3a7c50b0c,methods
TypeSizeNotMatchWithHostError,BuiltInFailures.MEPSupportFailures.TypeSizeNotMatchWithHostError property,P:Autodesk.Revit.DB.BuiltInFailures.MEPSupportFailures.TypeSizeNotMatchWithHostError,The [Symbol] does not match the size of the host.,Autodesk.Revit.DB,8ed29219-9fba-2555-68f1-c4b938a82151,property
GetUpstreamNodeIds,ElectricalAnalyticalNode.GetUpstreamNodeIds method,M:Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNode.GetUpstreamNodeIds,Gets upstream node ids.,Autodesk.Revit.DB.Electrical,8f3adbf1-ccaa-dc1f-8440-a8cdf9ba747c,method
Document,IFCExternalServiceUIData.Document property,P:Autodesk.Revit.UI.IFCExternalServiceUIData.Document,return the document,Autodesk.Revit.UI,8f7fd867-1dc6-4cca-ef6a-d4232bc02144,property
STLExportOptions,,M:Autodesk.Revit.DB.STLExportOptions.#ctor(Autodesk.Revit.DB.ExportResolution),"Constructs a new instance of STLExportOptions with all predefined tessellation settings, depending on export resolution type. Note: in case of Custom resolution type, tessellation settings won't be predefined and will have default values.",Autodesk.Revit.DB,8fadfd48-c01f-fb58-0761-baa6cee59cb9,
ReferenceBaseOnHost,ParameterTypeId.ReferenceBaseOnHost property,P:Autodesk.Revit.DB.ParameterTypeId.ReferenceBaseOnHost,"""Reference Base on Host""",Autodesk.Revit.DB,8fe0b13d-a96a-9516-52b0-34e4034da8e8,property
LayerTypeThicknessParam,ParameterTypeId.LayerTypeThicknessParam property,P:Autodesk.Revit.DB.ParameterTypeId.LayerTypeThicknessParam,"""Thickness"": Thickness",Autodesk.Revit.DB,8ffef80d-e7ae-7761-5d2f-9a799b2c1708,property
ZonesOverlapWarning,BuiltInFailures.ZoneFailures.ZonesOverlapWarning property,P:Autodesk.Revit.DB.BuiltInFailures.ZoneFailures.ZonesOverlapWarning,Zone overlap to another zone or another room.,Autodesk.Revit.DB,9005aeae-ddc5-e889-25b5-c659a8797c2a,property
GetLevelOffset,LevelAssociationData.GetLevelOffset method,M:Autodesk.Revit.DB.LevelAssociationData.GetLevelOffset,Returns the offset from the Associated Level.,Autodesk.Revit.DB,9014de80-9442-c1fe-f5ed-fb2c4a4d1eda,method
TopLevelId,AreaBasedLoadBoundaryLineData.TopLevelId property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadBoundaryLineData.TopLevelId,The top level id of the area based load boundary line.,Autodesk.Revit.DB.Electrical,90187c6f-2765-840d-1bc1-909cebc9143d,property
AnalyticConstruction,ParameterTypeId.AnalyticConstruction property,P:Autodesk.Revit.DB.ParameterTypeId.AnalyticConstruction,"""Analytic Construction""",Autodesk.Revit.DB,905f6fcb-541a-d7b9-6240-a8283e717a12,property
MaterialId,AnalyticalElement.MaterialId property,P:Autodesk.Revit.DB.Structure.AnalyticalElement.MaterialId,Defines the Material Id for the Analytical Element.,Autodesk.Revit.DB.Structure,919f020c-953a-3d08-0743-57dc1d3dc398,property
AnalyticalBusData,"AnalyticalBusData class, methods",Methods.T:Autodesk.Revit.DB.Electrical.AnalyticalBusData,,Autodesk.Revit.DB.Electrical,91e59be2-1cdb-1c6c-51c3-86494fa5e4b5,methods
ElectricalAnalyticalNode,"ElectricalAnalyticalNode class, properties",Properties.T:Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNode,,Autodesk.Revit.DB.Electrical,91f1d3f0-0e5c-1102-89b7-28aa81fbfa18,properties
NormalTolerance,OBJExportOptions.NormalTolerance property,P:Autodesk.Revit.DB.OBJExportOptions.NormalTolerance,The maximum change in the surface normal between adjacent nodes in the mesh. This property is defined in degrees. The minimum allowed value is 1.0 degrees. The maximum allowed value is 45.0 degrees. Default value is 15.0 degrees.,Autodesk.Revit.DB,929bba33-35bc-a057-7d47-20fae0f99617,property
ExternalDataInstanceAddingIntoDocumentEventArgs,"ExternalDataInstanceAddingIntoDocumentEventArgs class, properties",Properties.T:Autodesk.Revit.DB.Events.ExternalDataInstanceAddingIntoDocumentEventArgs,,Autodesk.Revit.DB.Events,92d224e2-6e12-1202-17a8-4a97b270dcb4,properties
WorksetId,DeleteWorksetSettings.WorksetId property,P:Autodesk.Revit.DB.DeleteWorksetSettings.WorksetId,"The target worksetId for those elements under the deleted workset, which is used for DeleteWorksetOption::MoveElementsToWorkset.",Autodesk.Revit.DB,93d2f9b1-d9b0-0ce1-66e0-b9d464be9074,property
ElectricalLoadAreaData,"ElectricalLoadAreaData class, properties",Properties.T:Autodesk.Revit.DB.Electrical.ElectricalLoadAreaData,,Autodesk.Revit.DB.Electrical,94924115-ab7a-d3e7-4612-5f43705b1b90,properties
ExternalDataInstanceRemovingFromDocumentEventArgs,Autodesk.Revit.DB.Events.ExternalDataInstanceRemovingFromDocumentEventArgs class,AllMembers.T:Autodesk.Revit.DB.Events.ExternalDataInstanceRemovingFromDocumentEventArgs,,Autodesk.Revit.DB.Events,953d88a0-6bb3-13ad-1100-b0e8cee15aa2,class
